blue100H,blue100V,blue500H,blue500V,blueAvg,green100H,green100V,green500H,green500V,greenAvg,label,red100H,red100V,red500H,red500V,redAvg
178.98,177.36,183.76,178.64,122.188973097,185.58,183.96,186.96,184.64,179.636034612,1,183.38,181.76,186.48,183.64,173.92964351
174.16,172.7,154.28,52.4,60.3122016682,187.16,186.1,168.38,63.22,73.9412221301,5,185.16,184.42,181.6,147.74,173.239922109
178.36,179.94,187.1,135.22,99.8061708722,185.36,186.94,194.06,149.22,106.338890267,5,182.36,183.94,187.8,148.22,188.32012503
238.24,238.1,226.9,178.58,97.3500102021,245.24,245.1,233.9,213.48,168.547590803,1,242.24,242.1,230.9,213.38,163.101302468
201.92,203.5,34.08,189.2,69.9904946238,208.48,210.78,126.96,205.84,148.002307442,2,207.48,208.34,155.94,208.12,163.688748211
194.32,193.46,186.8,170.2,81.7828314155,201.32,200.46,197.9,183.0,122.881149008,3,198.32,197.46,202.7,193.98,197.222817537
180.02,178.6,184.64,94.08,97.0299129139,187.22,185.28,191.6,103.88,106.298711145,5,183.32,182.12,198.42,144.94,171.455650057
160.98,160.18,174.64,133.98,94.62360742,167.98,167.18,182.64,144.5,136.021212081,3,164.98,163.38,175.64,146.3,162.190629311
214.58,216.0,101.84,212.9,106.250580609,220.58,221.68,154.86,217.9,154.00527561,2,219.58,221.96,173.68,220.9,172.420305662
164.22,169.64,17.42,195.68,87.30213849,179.34,183.64,69.86,202.98,145.60389538,2,177.1,181.72,82.44,197.66,154.669703216
170.76,169.24,2.24,114.46,63.3458836241,177.76,176.16,94.38,129.56,133.745943369,2,174.76,173.32,117.92,137.98,153.537535831
227.72,230.62,229.06,230.42,85.7612356184,244.16,243.46,240.14,237.42,156.621048599,1,232.8,234.94,230.54,232.42,151.707639352
159.7,160.12,158.84,166.56,77.4580531807,174.54,173.84,172.48,178.02,164.663457919,1,170.7,170.16,176.16,175.02,159.085265757
217.46,218.7,215.14,208.04,86.7643227641,223.66,225.7,220.54,215.04,108.866139051,4,218.66,218.7,217.34,210.04,178.340274599
187.3,190.1,175.94,196.54,83.0871842378,195.3,198.82,183.94,208.82,131.532112597,3,194.3,196.38,182.94,200.82,181.896908178
183.98,183.2,189.04,177.7,103.469125553,189.78,190.2,193.4,178.86,143.749871198,3,183.18,183.2,186.02,174.46,182.984969633
187.46,188.96,160.54,190.22,118.446199275,201.68,207.0,174.7,200.38,166.21841906,1,199.18,198.4,173.1,197.66,163.480910406
133.32,133.0,103.66,149.14,106.350662152,150.32,149.72,130.38,161.42,119.379836569,4,147.32,147.24,141.5,153.42,181.803905584
171.54,167.52,184.18,124.4,89.4519190675,185.22,181.76,198.82,143.68,116.117459918,4,183.22,179.68,192.5,151.8,172.678041185
136.54,138.64,121.04,70.52,84.2708578566,149.0,150.28,134.72,75.52,98.3013041453,5,147.16,150.92,149.0,145.34,171.011579583
192.24,193.96,188.32,173.94,92.4660708462,198.04,200.96,197.32,180.06,121.012907344,4,196.64,197.96,194.32,180.9,169.621008085
142.28,146.98,99.52,18.18,75.5132616744,156.28,160.98,122.08,80.62,137.905223477,2,154.28,158.4,128.08,114.82,162.068209479
218.68,218.14,215.92,213.34,88.6533116248,224.68,224.14,221.88,219.18,113.847914148,5,223.68,223.14,219.76,220.54,191.738852352
222.18,221.96,90.86,190.66,84.4251555138,229.18,228.96,177.26,215.46,165.167609381,1,226.18,225.96,172.24,212.46,164.816248485
164.24,167.4,63.48,30.64,49.6214074538,179.8,178.28,96.2,68.58,76.1382468811,4,175.8,174.82,171.46,182.66,181.84713764
208.08,206.88,205.58,197.56,93.1462625987,214.96,214.88,213.98,205.56,143.316608033,2,213.96,213.88,212.9,204.56,164.973394899
198.28,198.06,125.74,183.2,79.9639571532,206.88,208.26,201.78,194.6,149.305630726,2,205.28,206.66,218.04,192.92,180.434712844
216.78,218.12,158.92,220.98,103.93920968,223.78,225.12,194.44,227.84,176.366823419,1,220.78,222.12,190.68,227.64,170.697142366
121.92,125.4,89.24,139.08,98.0586153539,134.92,139.16,108.32,146.36,128.954640479,3,132.92,137.38,121.16,142.24,167.357306879
156.6,155.34,87.2,102.7,87.1084619849,163.24,161.74,137.08,119.52,137.772027013,2,160.96,159.94,166.94,124.12,167.017422748
199.88,200.44,192.26,53.78,76.7757054901,207.48,207.8,199.98,142.4,126.441514506,3,201.28,202.08,193.54,214.18,159.744402135
197.4,196.08,125.22,199.38,92.0899425712,204.4,203.08,175.14,206.32,177.351829221,1,201.4,200.08,173.22,202.04,168.951186141
193.08,191.12,173.12,165.64,86.470073294,202.9,199.12,205.44,172.28,157.574203436,1,203.8,199.12,201.14,171.28,154.173073635
103.4,99.4,83.82,93.2,77.1780304395,121.72,117.4,116.74,106.08,104.139081642,3,128.72,124.4,149.7,116.0,170.255789952
212.2,211.64,62.02,216.26,95.5039214802,219.24,217.64,182.88,224.02,168.097190786,1,217.44,216.64,177.82,222.7,162.27511772
225.68,226.16,217.04,224.96,93.122108573,234.56,235.04,229.8,235.5,106.673117428,5,227.16,228.28,223.6,227.54,180.201062924
217.48,213.66,85.84,151.04,75.685672815,225.38,226.88,201.96,236.02,168.244622946,1,224.3,224.88,192.96,221.28,158.853908142
181.82,180.3,176.04,155.46,57.2260854047,188.82,187.7,187.36,162.46,116.509621629,3,185.38,183.1,193.14,159.46,180.805558617
185.92,187.0,11.6,153.56,67.8915991049,185.72,187.12,25.46,164.4,85.6723454595,4,181.72,182.48,138.88,200.62,172.158051522
217.3,216.72,212.3,215.4,108.371732589,224.3,223.72,219.3,220.68,137.013795889,3,220.1,218.72,216.3,217.94,195.787685292
161.72,161.82,165.52,137.8,79.3741011389,169.72,169.18,173.52,144.64,155.441184318,1,162.72,162.82,166.52,141.08,147.020297191
152.98,156.58,166.6,140.18,107.336372257,166.98,169.4,174.6,155.02,160.688422863,2,164.98,169.08,173.6,152.46,185.828592138
218.24,217.5,85.18,213.64,97.0609840693,225.64,225.78,113.5,221.52,113.435908719,4,218.64,218.46,229.78,214.28,189.457642108
208.08,207.62,201.3,199.24,97.7065086608,211.56,211.42,201.1,205.96,111.168775672,4,209.72,210.22,200.74,203.52,182.169403918
137.1,139.26,58.76,134.34,62.2609399879,146.9,147.5,88.1,140.9,124.510032081,2,145.54,146.38,109.78,140.18,152.051049682
86.0,86.52,38.92,136.42,85.3502639258,112.56,113.72,47.3,155.58,101.991233335,4,129.56,130.72,116.36,162.18,173.577160377
201.94,201.64,201.52,158.34,69.1003130705,204.86,202.64,208.84,167.98,144.518867169,2,199.9,198.64,204.0,172.44,184.100712919
210.96,205.8,188.12,42.2,86.3333315633,220.68,214.92,197.56,73.54,102.766392175,5,208.52,204.72,186.96,207.8,187.546115984
180.62,175.24,194.1,155.52,105.049156132,187.62,182.24,196.38,158.52,133.804606181,3,184.62,179.24,195.82,156.52,168.256226122
161.06,161.62,135.84,23.18,72.3519124961,179.06,179.38,157.84,47.28,106.601548048,4,180.06,180.46,163.84,178.52,186.713856765
135.66,134.36,43.26,76.64,62.09220967,142.22,145.56,86.56,120.66,131.986413398,2,141.22,143.92,110.0,139.38,159.885755994
229.26,227.36,121.1,218.22,105.512736011,236.26,234.36,203.4,230.02,176.717607866,1,233.26,231.36,195.52,233.54,171.184443352
198.28,199.22,168.0,71.54,70.197594891,207.96,207.22,204.76,161.32,148.177984757,2,208.16,206.22,211.94,185.5,163.983316312
188.4,187.1,189.0,191.72,119.908649869,195.4,194.1,196.0,199.04,179.229190287,1,192.4,191.1,192.36,192.04,174.774384547
125.02,126.32,45.56,53.96,74.6535470455,145.04,145.52,108.18,104.18,138.776011755,2,146.96,146.52,145.36,143.42,165.418539168
213.46,215.2,60.92,117.14,43.6547672164,227.74,228.48,173.48,201.32,129.461732609,2,229.6,231.6,209.32,208.68,154.078085613
195.02,195.98,210.66,180.14,87.5581845912,208.7,206.8,219.48,192.86,143.124529099,3,205.34,204.72,215.62,192.3,181.274276883
173.48,178.36,157.28,172.04,92.0333698013,185.28,186.3,169.36,185.56,126.895419168,3,181.96,182.94,171.04,185.88,159.940509084
181.72,181.26,187.66,141.32,97.6172017258,188.72,187.62,194.26,155.42,104.254943473,5,185.72,184.94,192.06,157.34,188.011764304
180.38,176.84,36.3,14.14,58.6140057484,186.58,182.56,106.02,43.32,109.864726638,2,181.58,178.92,192.2,105.68,165.553200969
211.58,212.84,34.04,138.36,83.2469316681,218.58,219.84,156.84,201.6,133.570704985,2,215.58,216.84,190.68,218.0,167.191869452
183.1,180.36,121.1,37.0,61.034421209,195.42,191.64,141.62,77.88,98.9951129739,4,194.06,194.52,201.06,179.9,184.26901054
152.08,152.3,151.36,166.72,110.894374872,164.8,165.42,165.36,174.04,168.758681737,2,163.36,163.98,163.36,167.84,172.112094512
187.4,188.46,191.34,181.7,131.667561347,194.64,195.58,198.42,188.62,185.760333283,1,190.32,192.0,195.7,185.78,179.545631785
106.16,109.98,13.98,111.9,73.0137536303,122.46,121.26,33.78,124.64,87.5178098931,4,125.38,125.26,126.54,123.52,166.182369814
178.42,180.9,172.84,189.34,108.877115788,184.5,187.62,179.56,196.66,135.282598572,4,180.62,183.42,177.12,190.46,186.387585071
214.0,218.92,212.7,220.2,118.987707385,223.32,225.92,219.7,227.2,177.536890286,1,221.44,222.92,216.7,224.2,176.750064212
197.88,197.02,182.6,111.46,97.3095958283,203.08,201.02,190.0,134.34,149.843815415,2,194.26,195.3,184.2,149.28,170.579870457
196.72,197.48,61.46,90.86,66.9001878766,204.72,205.48,105.4,118.4,87.9369526173,3,197.72,198.48,204.72,222.62,172.935704242
201.0,201.4,201.96,187.52,102.306649077,209.0,209.4,208.96,192.36,120.905253166,4,202.0,202.4,205.96,186.08,180.993542313
255.0,255.0,253.84,255.0,92.8793177178,255.0,255.0,254.56,255.0,121.468434202,4,255.0,255.0,253.12,255.0,195.145032691
146.34,141.88,170.94,50.5,78.8764214576,159.9,155.52,180.04,84.18,132.588286621,2,160.16,155.6,178.54,108.66,164.277143651
201.78,202.9,202.68,203.74,88.8480525413,208.78,209.9,203.68,209.94,128.279272064,3,205.78,206.9,199.68,205.4,171.656625681
156.9,152.4,68.46,106.42,89.7555806167,166.7,165.32,76.1,130.9,102.407883158,5,165.34,163.64,156.22,144.16,169.438831315
182.82,184.48,124.54,118.68,78.0451842754,189.18,190.76,132.12,128.0,87.9673405645,5,187.46,189.2,177.68,207.42,179.613458637
225.04,226.32,36.4,87.66,43.5581305753,231.6,232.88,172.08,197.0,134.538835962,2,230.6,231.88,201.96,218.34,176.933011189
204.96,205.46,72.56,184.88,70.4391808196,212.8,212.66,108.04,200.4,94.1971854761,4,211.8,211.66,222.76,200.6,182.101323819
185.24,187.4,159.24,52.18,72.1359749946,198.24,200.4,174.04,67.46,88.4013612539,5,200.24,202.4,186.16,189.34,180.621698444
160.02,158.92,179.48,60.84,93.3737835283,173.62,172.92,190.2,94.26,111.521556186,3,171.62,170.92,187.36,141.6,175.411379534
147.06,150.74,97.62,44.26,82.7794640059,154.78,157.74,115.96,118.28,136.924644911,2,153.22,154.74,117.06,155.72,160.781909947
187.8,187.9,181.42,194.78,102.0411707,194.8,194.5,187.14,201.78,131.846066643,3,191.8,192.3,184.78,198.78,195.424484002
168.54,166.12,59.32,19.74,54.1382790186,182.94,180.12,80.16,38.34,74.0615424543,5,180.14,178.12,172.98,150.78,168.724020739
171.58,174.4,155.0,83.32,66.5230195536,185.9,189.6,169.0,105.04,89.3670963268,4,180.22,181.24,167.0,177.74,177.958431837
198.68,201.32,195.86,72.64,73.1922515651,207.68,208.88,202.14,175.46,139.444058855,2,204.68,205.88,198.16,200.08,157.701564178
140.64,135.78,4.74,15.42,60.1025630988,203.72,203.82,151.22,172.24,156.022542283,1,206.68,205.42,144.42,168.34,148.808141668
178.82,181.94,170.1,58.5,83.7323767164,186.82,189.3,181.76,84.84,101.555510736,4,185.82,188.3,178.28,217.86,190.11154936
209.44,209.28,205.72,193.0,102.082053084,216.44,215.48,211.36,199.0,118.977847628,4,213.44,213.84,209.04,201.92,191.627920955
176.78,177.62,178.36,151.94,92.7513951922,183.78,184.62,185.36,162.62,100.966549616,5,180.78,181.62,182.36,162.3,180.00594475
178.4,181.28,122.82,131.62,76.3881255095,189.08,191.96,139.38,155.94,120.377413034,3,181.32,184.2,160.54,195.78,166.741328907
255.0,255.0,254.28,255.0,125.493263666,255.0,255.0,254.36,255.0,147.998354658,4,255.0,255.0,254.2,255.0,200.412629234
205.36,208.26,99.96,99.62,72.115156258,211.52,212.26,160.16,139.18,122.01904656,3,204.8,206.26,228.2,202.06,185.61371249
211.08,208.68,206.8,200.36,66.0988993868,218.42,216.68,214.72,207.36,92.4130354934,4,212.26,209.68,207.94,203.72,163.619978866
99.72,98.62,13.34,86.98,63.8255541965,117.48,116.94,36.58,99.5,78.593331508,4,125.12,123.94,134.68,115.84,165.900778093
135.4,135.52,134.68,124.64,66.5754947531,150.4,150.52,149.9,136.64,139.843815496,2,146.4,146.52,149.4,133.04,173.63778406
187.8,188.02,186.84,142.76,113.70738919,195.44,195.1,192.4,159.84,182.5045537,1,189.56,192.26,190.12,161.34,177.174454993
224.78,224.94,91.62,94.42,47.881487451,227.52,227.94,147.12,158.68,92.5154509886,3,219.36,218.94,240.56,237.48,185.624210332
155.68,153.96,37.48,102.84,94.7451590714,167.88,167.12,135.2,126.18,171.133643075,1,167.78,165.62,134.06,132.08,167.131345806
159.06,156.04,30.28,22.46,61.7470344135,166.94,165.36,75.38,56.98,110.163277598,3,164.58,161.4,127.46,100.1,165.026047115
192.28,191.3,90.04,55.26,77.446732737,198.68,198.02,187.7,139.26,161.039705072,1,196.88,195.58,177.02,130.98,158.771906344
215.62,217.48,212.7,206.64,83.8894141124,222.54,223.48,217.96,213.64,109.835635801,5,223.64,222.48,219.8,216.64,191.557830105
201.46,203.32,31.24,179.22,64.4227000343,204.5,203.96,172.24,181.42,140.494357923,2,198.18,197.96,217.88,178.62,181.395944039
187.86,189.88,16.7,63.72,51.4222723947,187.78,191.08,40.62,108.4,69.793682178,4,186.66,190.28,160.7,226.04,170.219652434
195.38,195.62,173.9,183.04,103.53246624,201.82,203.02,180.64,195.8,172.199069684,1,200.26,200.82,179.92,196.86,165.553007258
183.48,183.86,188.94,167.38,118.385026122,189.48,189.86,196.78,174.3,171.79279641,1,188.48,188.86,195.78,171.46,169.324271498
211.54,211.64,194.24,96.22,101.078437591,218.54,218.64,199.08,220.44,175.885036145,1,215.54,215.64,197.86,204.66,168.09703296
197.98,197.58,85.46,63.86,73.9061839874,206.42,204.74,102.38,110.88,91.9297736296,5,193.42,193.02,165.44,215.02,164.869004414
215.6,214.84,199.64,214.42,99.1303004098,219.6,218.84,206.96,217.7,138.233329369,3,213.6,212.84,199.96,207.86,180.739323615
185.92,186.66,139.94,38.54,78.4770800694,193.2,194.02,145.48,63.18,92.9421158488,5,195.36,193.7,204.62,198.14,170.688888301
172.76,169.62,185.92,154.64,96.3834879246,176.88,177.82,187.32,162.84,108.688030829,5,166.76,166.04,177.12,156.12,170.495200409
172.54,171.74,58.22,91.54,69.678772096,186.62,185.74,86.6,119.34,102.983208123,4,184.46,183.74,192.7,164.8,185.553137626
149.08,149.16,109.78,21.3,83.3482229279,161.08,157.16,119.0,28.84,102.687060568,5,158.16,156.16,157.4,112.74,177.257412709
136.12,136.34,55.26,15.88,60.9517375185,155.2,155.34,72.42,28.0,80.707533924,5,152.04,152.34,130.68,117.24,169.040714144
174.1,174.18,187.72,187.14,107.590797583,180.5,180.1,193.76,194.14,173.990158462,1,178.7,179.42,190.36,191.14,166.904262324
232.28,233.42,202.1,218.78,99.0878324725,240.28,241.42,227.86,232.98,173.836649099,1,239.28,240.42,222.5,231.86,166.320788096
147.0,147.0,172.84,161.92,105.84534764,170.0,170.0,187.84,175.92,128.41889403,5,166.0,166.0,183.84,173.92,193.017718655
159.92,155.16,164.74,89.1,90.1939827593,167.16,164.16,172.1,103.88,99.735001288,5,164.64,161.16,167.02,123.66,179.162151321
213.74,210.22,48.88,95.08,45.6674486842,226.64,225.14,168.72,198.4,134.783832002,2,219.7,217.62,226.86,219.16,176.205947376
131.1,133.26,111.34,154.4,87.9134590694,138.32,143.1,121.98,159.08,127.559998395,3,135.96,139.86,122.54,152.8,171.1697647
151.16,153.66,174.2,156.72,127.727672238,169.4,171.08,182.16,170.8,179.137137781,1,162.32,165.88,175.48,168.64,175.27524142
181.06,184.66,94.7,188.24,68.9653196008,195.02,196.38,117.24,199.24,83.8810948063,4,188.1,189.78,171.32,190.44,166.886031271
204.94,201.26,125.3,191.4,84.8373210512,216.94,213.26,200.42,197.4,143.838677169,2,218.94,215.26,220.64,196.4,166.3586813
202.24,202.78,45.14,78.2,70.5881369426,211.16,211.78,60.94,102.78,79.8298360569,5,201.4,201.78,154.98,207.28,166.739185329
219.74,221.12,214.02,210.76,95.9551609784,229.3,228.12,222.9,223.56,139.910072458,3,220.86,223.12,219.92,213.2,182.426992262
209.46,208.96,94.3,149.1,78.2357510782,215.46,214.96,181.6,193.68,140.443960766,2,214.46,213.96,206.74,205.34,166.18857402
187.44,183.94,36.58,39.88,58.1315064601,194.84,192.92,148.74,110.44,147.702040317,1,186.56,182.28,141.46,101.3,138.889536056
115.24,115.3,111.68,139.82,100.436068319,128.88,128.38,126.16,146.82,132.242176095,3,127.52,126.38,129.88,143.82,161.184042596
212.34,212.7,71.26,126.38,83.5854383055,218.34,218.7,186.42,227.44,173.875954812,1,217.34,217.7,177.42,210.3,167.060671277
200.32,201.24,206.82,199.42,88.2593085002,208.32,209.16,216.62,204.42,139.110154344,2,201.32,202.16,204.18,195.42,159.771532893
121.4,119.72,43.02,74.1,89.6317415255,138.4,137.04,91.78,94.1,142.565452285,2,145.64,145.4,109.12,112.1,163.479137129
193.08,190.42,160.04,171.98,98.0534754384,205.72,204.42,177.04,186.16,114.575345212,4,199.88,200.42,174.04,204.04,175.815804309
164.66,164.98,103.02,152.78,70.7565285301,178.14,177.98,163.04,170.28,169.656330194,1,176.14,175.98,153.58,169.58,160.202120298
213.74,216.26,209.86,56.02,79.3847311431,223.52,224.94,218.86,104.56,108.111239159,4,212.08,216.14,208.86,221.14,171.763544221
186.48,188.96,162.94,147.38,77.8922321136,199.84,202.16,178.94,178.22,150.843751006,2,192.82,195.98,171.94,179.36,166.040129136
208.98,211.18,79.36,111.26,77.2474829968,218.52,219.46,95.34,133.92,86.7329062278,5,209.44,211.62,204.88,217.78,167.581127885
119.38,119.12,144.94,118.16,107.554775821,133.38,132.8,158.58,128.24,137.192038711,3,132.38,131.4,156.58,129.68,163.052483707
151.16,153.16,99.94,25.98,73.7729518675,158.16,159.72,118.94,110.74,149.179786437,2,155.0,156.02,131.94,132.58,161.691364113
194.4,191.68,198.1,147.94,85.4737258398,201.12,199.2,205.1,166.04,132.515110221,3,198.68,198.04,202.1,172.68,172.487044907
177.86,180.7,137.22,46.86,74.6042198722,191.18,192.1,162.16,133.94,129.573773814,2,189.82,190.42,169.36,193.4,174.104313036
142.82,144.04,134.64,136.68,85.9750294789,147.58,149.04,141.18,141.08,130.857618571,3,145.38,148.04,164.0,140.88,177.18007479
193.64,195.14,189.46,195.76,88.339463124,201.16,200.32,197.18,198.56,123.554743145,3,194.28,191.34,190.74,191.5,188.217574677
177.78,179.26,182.66,177.96,110.177812207,186.06,186.26,191.5,185.24,154.545717041,3,184.18,183.26,186.26,184.08,199.076798775
184.26,185.0,159.62,188.3,95.6552990768,193.9,197.6,174.54,199.02,114.869007907,4,189.3,193.88,170.7,191.58,180.294179248
141.4,137.16,134.6,48.06,83.6763013287,147.4,143.16,154.18,84.38,135.260081087,2,146.4,142.16,159.66,108.24,165.528272396
156.06,158.64,37.8,4.22,44.7236535303,163.06,164.18,95.84,123.34,138.265304437,2,156.06,157.48,111.2,145.06,154.034617521
134.04,131.88,44.32,129.16,101.206451803,154.72,153.6,140.5,150.04,177.388688957,1,159.02,160.16,140.8,156.66,171.83271884
198.9,201.28,106.92,85.26,83.3746843429,205.9,208.28,139.26,152.8,125.625771325,2,202.9,205.28,172.9,228.1,169.088491467
197.84,197.2,188.38,185.78,90.3179693962,205.84,205.2,192.98,194.64,108.864470046,3,198.84,198.2,189.08,208.98,174.187113317
199.52,198.68,188.94,182.88,87.7971091378,203.36,202.72,193.18,182.44,102.79656917,5,200.6,196.68,191.4,182.84,172.744084466
160.66,157.92,165.76,94.92,85.9296802608,167.66,164.92,171.92,113.24,96.0080042727,5,164.66,161.92,165.2,120.24,178.003117179
229.18,234.42,231.44,216.34,115.671935631,244.22,243.28,238.44,231.54,182.262885001,1,240.86,242.28,235.44,232.6,175.078469485
113.9,113.8,56.34,115.66,80.2097811101,120.68,119.8,82.24,122.58,127.907039742,3,120.56,118.8,110.76,117.9,165.751222826
205.0,205.32,202.74,211.48,122.462910907,212.0,212.32,210.42,218.48,188.061004552,1,209.0,209.32,204.06,215.48,184.395397116
195.0,193.76,184.02,99.44,100.524236807,202.64,201.4,190.94,111.9,107.108157279,5,199.64,197.76,186.9,215.22,167.313846294
217.14,215.66,221.14,64.1,92.8016482598,226.14,224.34,229.42,126.72,146.711918026,2,223.14,221.98,226.42,136.74,155.592607551
138.2,137.64,140.52,106.2,90.1315927056,151.28,151.28,157.32,124.3,152.990199748,2,149.28,149.92,158.72,130.94,180.337661386
155.28,156.78,97.86,164.36,61.3681764822,164.76,163.78,112.42,171.36,84.4021424891,4,158.4,158.78,132.18,164.36,177.225697471
183.7,181.84,109.58,169.62,89.2154606187,192.24,193.56,113.76,181.9,96.348546283,5,195.42,196.12,176.6,198.46,163.970450859
233.74,229.86,84.6,159.3,99.1697413054,241.58,238.74,186.04,184.9,174.979542434,1,240.58,237.58,173.74,190.58,166.364478462
206.76,208.12,98.86,30.56,41.2600497323,220.0,220.68,190.14,153.6,120.740682746,2,218.48,219.5,231.02,203.36,153.429204601
164.66,170.46,29.24,185.86,84.9886671323,184.66,186.08,118.28,199.18,157.645295921,2,185.66,187.68,143.52,200.22,180.874543088
154.12,153.56,27.3,103.22,59.784025792,169.12,168.34,67.52,123.24,97.6433570176,4,165.12,161.82,176.9,150.0,171.267320911
209.86,209.28,212.2,210.76,90.9702890792,219.68,215.36,222.2,217.12,142.616348899,2,207.28,208.84,209.2,209.68,163.494688351
174.66,171.96,173.84,138.8,123.953637437,182.3,178.96,180.84,157.8,136.014828305,5,179.3,175.96,175.84,164.8,186.725883501
204.56,205.62,213.94,30.92,83.8799787899,211.56,212.62,220.94,146.48,168.212839536,1,208.56,209.62,217.94,143.48,162.393151692
227.98,228.7,224.36,229.68,104.869512125,235.98,237.58,229.52,238.76,152.228315195,3,228.98,229.78,222.3,225.7,183.515021401
208.72,210.0,203.32,206.08,98.2547959947,217.62,216.4,210.32,213.08,133.971810532,3,211.66,214.6,206.52,210.08,181.82869709
193.78,194.76,195.7,186.2,79.8169731368,200.78,201.9,202.14,188.56,123.365509611,3,187.78,189.02,190.26,179.56,173.16278286
159.08,157.26,180.56,58.78,67.2140546337,166.08,163.54,185.54,99.04,131.765645667,3,163.08,161.98,183.92,143.48,178.581952096
210.48,212.1,209.88,197.64,98.6468086975,218.48,220.1,213.88,204.36,133.003741492,3,211.48,213.1,207.88,197.92,175.653154925
209.18,207.84,188.6,202.64,102.429112451,217.82,217.12,193.32,210.56,114.727817069,5,203.98,203.28,184.84,203.4,174.673936937
179.42,177.34,87.88,139.56,100.052057934,194.42,191.54,156.08,160.18,174.74058118,1,190.42,188.98,149.7,166.64,169.052873571
162.02,159.64,28.68,25.74,56.4270307767,175.56,176.04,50.0,34.74,67.286682238,5,177.24,176.24,161.92,146.86,181.78749496
207.86,205.9,97.78,165.76,64.2714667048,216.86,216.5,196.5,189.3,134.172530467,2,219.46,218.78,221.24,194.04,161.871458363
200.24,200.42,12.7,75.16,55.4519455383,206.88,207.14,118.54,157.62,142.296506727,2,205.88,205.98,149.94,180.76,160.166616124
191.84,190.86,180.66,195.24,124.889641751,198.92,197.86,187.34,200.4,178.923288935,1,195.6,194.86,184.98,198.32,173.729842093
207.72,207.58,205.54,201.14,74.7887200468,215.04,215.62,212.22,208.14,99.6462150983,4,209.4,208.22,207.86,203.14,164.606452884
193.44,194.08,75.3,191.36,81.074958872,200.24,201.52,165.6,197.08,153.163914259,1,199.24,200.52,149.34,196.64,146.258836458
187.48,186.76,118.5,183.14,91.0538203067,193.56,192.76,129.84,186.5,109.325687945,5,193.12,191.76,176.64,197.48,176.923562862
142.54,144.48,84.4,155.98,67.6576005373,149.86,152.12,114.22,162.98,122.722282099,3,151.9,153.2,146.58,159.98,181.69274913
144.86,143.26,156.88,92.72,106.11404445,156.06,151.26,163.84,118.16,153.364570075,3,154.42,150.26,162.04,136.56,184.37376485
213.18,213.62,205.22,197.66,92.1561981981,218.16,219.86,209.22,208.34,135.395632347,3,211.88,213.22,203.22,205.5,188.360535209
184.12,181.9,194.58,9.26,76.6368229834,189.56,187.86,200.32,38.64,100.043826829,4,186.78,185.32,199.88,165.76,178.205139942
198.64,202.28,188.36,201.48,99.1702655337,204.64,209.08,192.56,208.32,106.253449378,5,203.64,208.48,190.56,211.96,187.164957483
201.08,200.24,163.56,179.82,86.6078293997,210.0,208.52,206.98,190.84,155.78446992,1,207.16,206.96,200.0,189.24,149.093452372
218.14,215.74,216.44,205.52,92.9492038031,224.32,222.66,221.96,213.52,114.848076389,4,217.7,215.78,212.32,206.52,165.904424491
218.42,219.08,210.42,223.9,73.6075503793,229.94,231.58,218.78,231.9,171.479202031,1,227.62,229.66,218.96,230.9,162.287265889
186.48,187.64,40.96,185.0,73.3918377861,192.8,193.64,53.96,186.4,83.746234452,5,191.16,192.64,193.8,199.12,178.056023681
206.5,205.74,135.46,69.54,71.8131693891,211.5,212.66,145.2,112.74,84.5484438553,5,200.02,201.1,182.06,228.12,172.118421212
191.22,190.58,191.58,194.16,111.613631984,198.22,197.58,198.58,201.44,177.452137293,1,195.22,193.14,195.58,194.44,172.654505057
186.28,184.36,19.04,80.36,72.563940491,193.96,192.36,96.72,106.26,133.679998044,2,186.96,185.36,156.36,111.62,158.326119475
140.38,141.84,145.4,31.78,68.6934736945,163.38,162.84,169.4,105.14,147.815241425,2,164.58,164.44,175.4,122.42,163.87506946
139.28,143.7,86.26,161.9,99.5310703707,145.84,150.42,105.26,169.46,146.363448377,2,144.84,149.42,112.26,166.46,166.187485215
200.84,201.96,185.58,116.72,97.2533139123,209.24,209.52,192.58,172.6,134.574979553,2,207.44,207.18,189.58,228.02,171.513719885
218.22,218.62,213.36,203.94,70.258459642,223.18,222.62,216.56,210.94,96.4969433242,4,216.86,216.62,210.56,207.94,165.470455228
215.16,214.9,187.5,211.7,112.198003973,222.16,221.9,190.5,226.28,176.659928247,1,219.16,218.9,188.5,223.68,173.152314763
233.62,233.0,216.18,230.98,123.149193764,241.38,240.12,228.26,237.98,179.044399424,1,239.74,235.44,226.38,234.98,173.454302216
200.58,200.48,45.66,106.2,70.4524449513,200.58,200.48,91.88,141.88,93.7469762075,4,194.58,194.48,191.86,226.84,182.342331254
157.16,152.62,29.78,122.1,86.9638767756,165.04,161.62,38.14,139.48,97.2429983624,5,160.76,158.62,162.1,137.12,177.267890723
207.26,207.34,202.18,199.32,90.6238119474,214.26,214.34,208.62,205.54,98.2051198926,5,211.26,211.34,205.9,210.68,181.333014803
156.86,153.8,168.48,21.02,91.1622992466,165.38,162.08,174.96,28.68,109.300354615,5,163.02,160.52,171.98,113.3,177.766782805
188.82,189.8,71.58,32.94,68.3027543719,196.02,196.2,84.44,56.86,83.3227516196,5,195.62,197.0,220.48,190.14,170.679701063
169.0,166.4,173.64,31.42,88.7117663712,176.0,172.12,175.52,36.96,99.2937135388,5,169.0,168.48,176.76,115.88,176.622790743
