blue100H,blue100V,blue500H,blue500V,blueAvg,green100H,green100V,green500H,green500V,greenAvg,label,red100H,red100V,red500H,red500V,redAvg
205.44,207.62,200.44,198.38,135.508994048,213.44,215.62,214.04,211.3,183.899457997,1,212.44,214.62,212.04,209.94,178.929447326
137.94,133.46,18.92,93.2,85.0946362436,151.66,146.86,21.84,112.2,91.1187603372,5,148.86,145.26,150.98,125.2,171.161782118
197.18,200.42,165.44,82.52,63.7221170423,204.74,205.74,177.84,104.1,84.6878710805,5,195.02,196.66,188.88,217.66,168.889285674
91.52,90.14,11.6,72.14,58.3525308291,110.52,109.14,46.12,85.82,85.9612613863,4,117.8,116.42,125.02,102.62,163.654655366
186.46,189.18,182.62,163.6,88.3595574685,195.46,199.8,193.02,177.16,102.203691066,5,192.46,196.26,190.9,179.16,179.350731238
135.88,135.86,10.3,144.32,53.5886344789,144.48,146.06,78.56,151.32,131.780629527,2,142.28,142.54,113.86,148.32,169.456017455
227.2,227.14,126.7,141.62,58.0293143813,231.2,231.14,182.86,182.18,100.62613356,3,225.2,225.14,238.28,235.0,186.114398996
233.66,232.94,212.4,219.8,138.028092137,239.66,238.94,224.4,225.8,190.537815472,1,238.66,237.94,226.4,224.8,187.386046506
141.38,139.92,31.42,15.3,64.9888810084,158.14,156.92,48.0,25.78,81.3187367018,5,154.94,153.64,124.12,130.82,173.600116788
187.02,189.92,69.7,192.3,70.9297170597,198.56,199.96,92.28,201.62,92.724360837,4,190.66,192.28,169.06,197.02,177.553921762
217.0,218.5,210.34,211.94,101.652810781,225.0,226.5,215.54,218.22,142.055175304,3,218.0,219.5,209.14,206.66,190.475953124
212.58,210.84,213.78,182.16,95.0761849058,219.58,218.56,221.1,190.16,153.441231529,2,216.42,212.36,214.9,183.16,192.851128898
169.02,171.06,145.82,170.64,91.8564782132,179.86,181.46,159.82,180.5,149.548894587,2,171.06,174.74,157.82,179.68,174.365780122
187.2,186.38,63.96,17.38,58.1985976817,187.44,187.02,108.16,32.42,92.6821392441,4,181.2,179.1,221.02,147.26,177.851723578
156.48,153.56,146.28,168.6,104.782262746,171.62,168.56,166.12,176.44,171.22500605,1,171.22,170.56,167.12,175.44,165.977184474
168.52,168.26,35.36,148.78,68.8028438228,182.52,181.6,58.58,167.98,97.5402278667,5,180.52,182.06,161.64,167.78,189.284637914
194.16,198.1,204.56,183.08,122.18585439,201.84,205.32,211.56,190.16,172.795534352,1,202.12,202.72,208.56,189.0,170.336629121
216.58,217.22,217.0,143.94,99.1082094554,223.58,224.22,227.52,167.86,166.661492567,2,218.58,219.22,224.2,176.6,185.597180621
219.86,219.42,216.26,227.3,92.4319272472,227.86,227.42,222.58,228.46,146.546451846,3,220.86,220.42,213.94,219.46,183.737940943
193.54,194.38,173.12,190.2,73.1112992712,201.14,204.82,185.72,206.24,125.754685307,3,198.98,198.1,183.8,202.74,181.72151431
198.66,201.66,146.76,199.32,92.710309897,206.94,209.3,177.62,206.36,157.71845957,1,205.38,207.74,172.32,207.28,151.454948574
204.08,205.22,197.58,131.76,75.0680923599,211.8,214.22,206.24,146.88,92.6455038536,5,208.8,211.22,208.98,212.72,186.813957615
219.7,218.04,211.72,206.74,81.1724533487,224.9,223.92,213.44,214.74,105.189557494,4,218.5,217.34,208.0,207.74,165.481871042
146.2,148.1,29.26,19.92,56.8065548475,161.48,162.1,107.92,86.96,143.225965188,2,161.12,160.38,124.8,107.88,160.899441647
205.16,204.22,192.24,202.9,109.166895991,215.16,214.28,197.68,215.8,118.59289913,5,202.16,203.1,187.54,207.86,173.2807417
198.04,198.62,198.4,173.2,95.6622507371,202.04,204.14,204.98,180.28,114.932859506,4,196.04,194.06,201.12,173.28,180.153552929
202.5,199.74,202.3,4.4,71.3381118238,209.78,206.64,209.3,122.36,135.043214381,2,204.86,202.84,205.18,187.12,174.244894222
189.42,189.22,167.34,184.14,72.4238565924,196.42,197.92,180.58,198.02,148.248070268,2,193.42,193.6,176.9,194.82,175.099997288
224.72,224.8,219.6,91.52,66.4721102475,231.36,230.8,226.32,199.52,145.706900937,2,230.68,229.8,228.24,217.66,182.08898289
193.66,194.92,181.54,188.96,80.7080090647,202.58,203.92,186.22,196.68,98.8157342398,5,191.62,193.92,174.74,193.42,165.300300371
234.7,235.46,234.98,228.52,81.0286217259,244.62,243.1,242.7,236.16,156.794619444,1,237.32,237.82,236.26,229.88,151.7589666
168.78,170.34,152.52,170.64,108.495066098,178.46,177.42,167.9,178.32,173.334837503,1,177.06,174.98,169.22,175.96,172.574566367
192.74,195.36,122.14,65.18,83.5631876003,199.74,202.36,129.92,72.04,88.8562537237,5,195.94,199.36,169.8,212.74,172.469833134
195.5,195.12,191.54,168.14,111.379539136,203.14,203.72,198.54,179.32,118.337601279,5,200.14,200.72,194.1,196.04,167.922423084
232.46,233.7,203.44,239.18,127.644063635,239.46,240.7,211.44,242.34,187.64535043,1,236.46,237.7,210.44,240.34,180.680643322
192.78,192.6,147.72,210.46,107.659352491,204.78,206.52,165.72,216.82,167.811863992,1,201.18,202.6,166.72,214.14,165.371887585
221.88,221.16,83.46,151.0,54.9741874272,232.9,232.96,204.18,199.36,147.946193302,1,223.2,220.76,204.36,188.26,142.875447627
216.28,217.08,60.3,217.68,88.7124724998,223.28,224.08,169.66,224.32,168.401500875,1,220.28,221.08,170.3,223.32,164.330728496
199.1,202.64,97.54,203.76,74.8865406747,206.06,206.04,124.04,205.04,95.1714873787,5,195.24,195.84,195.68,200.48,169.904359787
198.52,197.44,44.86,7.88,61.379621936,204.84,206.0,142.8,59.6,127.965851913,2,198.16,198.68,198.4,97.94,155.728870051
135.32,135.9,139.84,124.04,92.1583898078,158.32,157.78,154.84,155.16,109.893771443,5,154.32,154.22,150.84,155.92,170.061933095
205.72,205.98,192.92,193.66,100.036664949,211.28,210.98,198.12,203.38,107.235014527,5,214.2,213.98,196.66,213.1,187.575666856
196.98,197.84,188.54,186.06,84.4567536053,204.18,205.3,195.26,194.6,102.02923939,5,198.84,199.88,192.82,195.36,165.793025134
218.04,214.44,204.42,217.46,100.795421945,225.0,222.44,214.5,224.46,116.204233268,5,223.2,221.44,212.94,221.46,183.949608816
170.44,169.64,183.3,133.38,101.409912806,178.64,176.64,189.98,149.78,108.959010457,5,175.64,175.08,186.98,149.98,173.716048994
154.14,154.3,25.58,109.88,96.9705821921,170.18,168.5,121.58,134.08,173.163383727,1,171.62,170.5,111.28,140.0,165.669816398
210.62,213.46,31.32,1.64,32.3794560018,216.76,218.08,165.06,117.36,132.577714532,2,212.0,215.44,183.54,149.7,156.104396823
204.9,205.24,182.06,191.84,126.987764577,211.9,212.16,188.78,206.4,181.343652406,1,208.9,210.6,186.34,204.68,175.894259852
201.82,203.24,205.4,201.44,135.353218408,210.06,211.56,212.6,212.8,189.077581689,1,208.5,209.92,211.6,209.2,182.809788888
189.8,186.56,174.96,149.08,90.5692247185,195.8,192.88,176.88,152.12,99.9373528005,5,194.8,191.24,176.16,204.22,180.742871403
184.24,185.5,125.72,161.78,85.5477775889,193.08,194.34,148.56,186.02,154.25977983,2,190.32,191.34,153.46,189.8,164.969278611
156.72,154.76,170.0,33.98,82.8284355485,170.72,168.44,182.0,39.6,99.6548950544,5,166.72,165.08,178.4,132.2,166.647789299
178.76,178.9,134.4,95.7,88.4079609686,185.44,185.9,153.86,115.26,115.468686671,4,183.08,182.9,168.66,193.76,177.379486127
155.6,150.74,22.36,88.06,85.8354477767,167.96,163.74,132.18,117.5,152.480985281,2,173.56,171.74,173.7,134.5,182.168476418
183.84,190.7,72.74,208.58,108.394361764,191.84,197.98,114.58,216.1,171.324942669,1,190.84,195.54,120.58,210.96,163.337083979
149.86,147.56,31.64,26.66,62.4778432509,156.86,155.36,41.18,33.82,72.8634774969,5,152.42,152.36,166.98,108.42,178.956092681
193.54,196.36,142.64,187.52,90.4858879538,201.9,202.56,179.64,201.02,137.752886634,2,194.58,198.84,201.1,200.88,174.243808948
143.86,141.0,136.38,136.28,96.3920674833,156.14,154.32,151.42,143.72,123.033011758,4,157.02,152.32,153.14,142.72,177.444327051
183.36,181.54,184.88,72.86,75.6064190092,192.36,191.58,197.48,109.3,133.770957944,3,189.36,185.5,193.76,177.94,196.284206574
169.72,171.48,145.9,170.22,100.445729934,183.72,185.48,160.46,183.86,158.722404238,1,181.72,183.48,159.46,186.18,155.582558302
164.54,162.5,143.92,150.62,93.4416171508,174.74,175.1,154.6,157.56,163.987008517,1,169.86,171.5,153.0,153.76,156.970557707
195.54,194.84,212.02,143.78,125.036472069,210.54,208.96,218.3,165.72,182.563081179,1,206.54,205.2,216.74,164.74,176.856612221
242.54,240.52,57.3,235.86,108.079365242,243.82,244.44,160.16,239.74,180.723553161,1,243.52,241.08,153.8,237.62,172.859499112
226.1,226.62,226.44,224.54,89.2256965832,235.82,236.88,235.5,235.84,102.66899551,5,228.22,229.28,225.38,227.9,179.338618576
192.88,191.2,45.88,78.18,59.7536639337,195.88,194.2,66.12,105.08,76.6354355206,5,193.88,192.2,190.24,198.78,174.031388124
208.56,210.0,2.54,176.06,67.307345473,216.2,217.8,102.5,208.66,135.580503384,2,213.2,214.8,139.54,211.32,154.90187498
142.18,142.94,131.84,132.34,87.732859192,158.78,160.14,154.56,145.66,103.654555436,5,163.38,164.74,163.68,153.26,182.288259594
193.52,192.88,172.82,190.38,97.1619253795,199.84,198.88,181.44,196.58,103.308808258,5,198.2,197.88,182.04,205.54,172.998318757
206.02,206.66,201.58,199.26,93.7885827224,213.74,213.72,214.1,204.1,164.56223551,2,206.74,207.4,210.46,197.82,188.702330262
144.62,144.66,135.34,97.26,91.0955965909,157.74,157.98,148.94,124.5,119.905458228,4,158.6,157.42,146.94,159.0,186.334361322
145.68,143.88,145.9,6.14,51.1974760157,159.68,157.88,159.9,70.9,151.37904089,2,157.68,155.88,157.9,117.66,188.794042117
194.08,194.68,200.76,163.76,102.387114373,204.48,205.4,207.76,177.44,128.787724116,4,197.68,197.96,204.6,177.0,186.706174769
196.28,199.68,210.26,61.48,73.0980130888,210.56,208.54,217.58,82.4,95.3594735039,4,206.56,206.06,212.5,182.88,181.430073217
205.6,209.6,198.98,201.44,81.4806380628,212.6,215.32,205.98,206.92,123.908755231,3,205.6,209.28,202.98,203.56,171.833408331
215.2,214.76,216.6,207.0,107.470366316,221.1,221.92,222.92,213.0,129.744398648,5,222.06,222.2,221.28,218.0,192.560321427
196.36,196.06,193.54,111.12,87.8113379953,202.44,202.22,200.96,131.96,94.9659849283,5,201.28,201.22,198.84,190.26,172.669841899
169.18,168.1,172.7,86.88,94.4442662763,178.06,176.1,179.82,119.6,125.864846515,3,176.1,175.1,175.4,163.48,195.808712985
201.44,200.2,199.38,190.32,90.4890873643,207.88,206.72,206.38,194.4,100.934955873,5,207.52,206.28,203.38,205.24,176.795081885
233.42,232.74,232.18,230.0,126.315476704,240.42,239.74,239.26,238.3,178.449678954,1,235.42,236.18,235.94,230.4,171.901282023
155.04,150.6,152.7,42.64,89.1893346075,166.56,164.6,162.2,56.0,101.61231002,5,160.2,160.6,153.04,131.98,175.392642898
193.76,195.56,184.28,185.62,93.5643162246,200.76,202.42,191.28,191.74,111.344474214,5,197.76,198.78,188.28,190.5,170.236902214
212.42,212.16,213.28,207.26,102.907059958,227.42,227.16,219.28,221.66,172.711506862,1,223.42,223.16,218.28,218.86,167.843520445
230.56,231.62,228.78,218.64,65.7334784417,237.56,238.62,238.78,227.0,140.184759908,1,233.12,235.46,225.78,218.92,139.586649324
116.56,116.0,110.12,108.0,91.7555597981,143.72,143.8,129.88,137.92,126.150044792,3,153.64,153.4,141.28,156.12,187.690512118
198.46,198.18,180.86,152.34,70.8247577326,204.86,204.18,187.86,170.78,122.964775316,3,200.5,200.14,185.74,205.52,165.364754336
195.24,193.86,195.72,199.74,80.5904935774,199.24,198.48,199.08,201.38,117.736130488,3,193.32,190.38,189.0,192.38,186.861555153
211.8,210.54,204.66,74.82,95.291465688,215.8,214.54,205.66,108.76,106.863932165,5,209.8,208.54,196.66,219.82,179.604701364
181.6,177.76,190.9,137.52,88.5927637323,196.12,191.76,201.72,156.34,109.292990441,4,192.74,189.76,198.34,167.9,182.762898942
230.28,232.42,221.26,235.34,149.763866641,236.28,239.34,227.9,241.02,197.41297193,1,235.28,238.7,226.08,241.3,194.447878852
153.06,147.84,40.48,109.1,100.417493096,172.86,169.04,151.88,139.1,173.95474651,1,171.14,165.76,146.96,144.1,166.928803759
225.72,228.12,225.82,76.48,91.9394632548,239.6,240.4,234.58,200.92,172.849382746,1,237.04,238.16,233.3,192.42,165.653759576
127.82,126.74,126.78,103.84,108.735364413,145.96,145.74,149.78,117.84,134.188348126,4,167.14,166.74,175.78,145.84,197.125889738
208.44,204.88,209.0,204.72,119.110468758,215.44,211.88,217.0,204.6,127.425764014,5,212.44,208.72,216.0,200.6,188.523268717
158.78,162.52,62.7,65.42,65.9401287491,173.7,175.68,80.28,81.16,81.65389299,4,176.72,178.32,167.02,190.6,182.905072464
145.72,146.18,131.5,148.78,94.2121214483,160.08,160.54,153.44,161.22,152.843791042,2,157.36,156.54,152.38,157.1,192.521465996
105.76,105.18,99.22,65.72,68.8133134695,122.68,119.54,120.4,76.46,84.0530046236,4,124.82,120.58,128.34,112.3,166.610396707
214.2,214.32,217.16,212.86,94.3537748762,225.12,225.32,225.76,223.86,138.594671823,3,217.28,217.32,219.56,213.86,181.325162261
214.04,215.44,39.94,98.06,65.9201302952,221.04,222.44,148.1,195.36,135.821147234,2,218.04,219.44,173.82,204.1,155.431710045
166.76,166.64,137.34,146.62,94.5897203687,175.74,174.92,143.56,158.3,107.238428438,5,165.86,167.08,157.98,156.42,170.117916544
197.38,196.26,63.28,69.94,67.0488274209,199.98,199.42,104.12,96.12,99.3398683377,4,198.62,198.78,224.42,200.88,177.747628013
198.96,200.16,189.16,109.92,79.7265191666,208.16,209.04,195.84,129.62,92.1056019282,5,197.56,199.4,183.02,214.68,168.725451694
218.4,220.76,191.48,218.24,99.7236387956,225.4,227.76,204.56,224.92,180.518198714,1,222.4,224.76,202.56,222.56,171.856743643
201.62,201.54,70.52,99.62,55.8527415282,208.78,208.94,129.74,152.48,113.769410619,3,204.02,203.78,174.64,203.78,154.419441249
209.62,208.02,110.86,198.8,94.6810891438,216.62,215.02,135.16,205.8,113.876291595,4,212.42,210.02,213.22,200.8,180.175498526
153.88,151.52,155.0,163.3,106.957911085,164.82,166.6,166.94,170.3,167.077057566,1,163.08,164.24,159.06,167.3,164.694373835
144.56,142.96,16.88,128.44,76.7157966656,158.56,157.92,30.6,152.76,92.7532029277,5,156.56,155.6,142.26,153.4,173.250091728
228.88,229.06,203.68,228.98,114.628647365,235.72,235.58,215.04,236.14,156.848702975,3,233.2,233.62,218.88,233.14,198.430441966
190.82,189.88,180.5,179.6,97.4528832708,196.1,195.88,185.26,184.72,106.68435499,5,196.98,194.88,184.02,195.24,179.767747663
132.96,127.38,133.6,122.16,88.0060423517,158.92,157.58,155.96,154.36,106.083200089,5,158.48,158.98,152.22,154.96,169.641992571
208.78,206.42,204.0,206.62,109.18024858,215.78,215.02,211.0,214.62,121.093957033,5,210.78,208.82,206.0,207.62,172.494738581
211.62,213.18,206.38,206.0,98.3934084358,218.6,219.9,214.14,210.88,113.951324314,4,214.72,217.46,209.52,210.16,174.026977659
191.62,189.56,173.34,198.08,102.071633378,201.42,196.56,186.94,205.08,133.025529545,3,194.42,191.56,183.02,200.08,173.811795841
199.26,200.82,174.24,197.48,94.836337251,206.98,208.46,182.64,203.88,159.118167581,1,205.42,206.74,181.56,202.8,152.830657518
193.1,193.3,186.72,76.88,80.6211687696,200.1,199.66,194.24,101.42,95.3707864586,4,197.1,196.98,187.4,214.76,169.741994984
183.56,181.36,41.88,160.98,86.3818197082,193.28,189.68,70.02,169.98,108.885408175,3,185.44,181.72,184.88,166.98,172.248281612
190.94,190.68,84.9,172.02,95.5155222325,198.86,198.68,110.24,179.64,116.583505674,3,192.02,191.68,198.06,173.96,173.80431855
193.66,201.14,174.36,199.4,98.3484794908,205.74,209.5,187.44,206.4,163.361559475,2,198.64,205.3,184.16,201.4,181.454612951
215.58,216.02,208.48,120.02,92.6857746868,219.82,220.88,213.76,180.54,134.423288313,3,213.28,212.54,207.44,210.88,181.202029709
229.62,232.66,215.54,234.02,102.735417975,237.46,239.7,219.06,242.02,142.744739079,3,230.74,233.24,212.1,235.02,190.666884664
191.46,188.3,75.42,179.78,77.039065333,197.14,193.9,101.2,182.78,94.8394606876,4,196.14,192.9,219.1,187.38,191.478306843
184.5,184.62,16.74,178.88,66.9928174799,194.9,195.34,73.48,188.92,96.1968976535,3,187.46,187.26,167.36,185.76,170.720453699
178.24,177.22,160.66,91.42,78.9037902675,187.24,186.22,175.06,136.6,133.771480928,2,184.24,183.22,172.26,156.76,156.748654317
163.98,161.14,90.1,125.76,71.4336298374,178.74,174.38,120.0,146.86,106.70229297,4,184.42,182.3,206.28,164.18,183.867430462
169.42,169.22,176.56,150.6,89.0582196231,173.6,176.5,180.92,153.96,124.352330788,3,171.44,168.66,179.34,153.08,173.532485271
161.8,158.16,176.06,109.18,117.454175346,176.62,173.64,185.02,131.86,180.037909405,1,176.6,171.72,183.7,140.82,173.705085345
188.46,187.46,159.24,198.04,92.9132759038,190.46,188.74,164.24,198.04,113.068393289,4,184.46,184.18,162.24,192.04,183.908378596
205.84,205.9,82.16,88.98,76.7877405001,212.84,212.9,183.32,157.84,133.507716229,2,209.84,209.9,228.14,209.08,173.2934139
134.76,138.5,155.9,132.16,99.5891171333,148.04,148.72,164.82,145.88,160.766334914,1,145.48,147.36,161.98,143.96,154.817170798
192.54,192.88,67.1,199.1,83.0267339235,197.8,198.16,87.22,201.54,99.6538422067,4,192.36,195.72,172.18,201.94,172.607610568
195.56,198.12,178.28,202.18,112.194605098,204.56,208.08,186.28,212.86,149.006624154,3,201.56,202.52,185.28,205.5,183.51679987
205.36,206.5,201.7,44.88,78.0709071716,214.0,211.94,206.82,96.2,109.136346976,4,205.72,203.96,195.38,212.7,175.866583493
136.02,137.2,89.62,138.64,92.012611069,149.62,151.2,126.74,150.28,147.281132466,2,149.54,149.2,148.44,153.86,169.415342504
181.44,179.86,185.36,140.68,104.637284931,188.44,186.86,190.72,154.36,111.406549127,5,185.44,183.86,187.64,152.64,189.206225181
219.56,218.4,103.7,210.7,82.5600596708,226.56,225.72,199.42,220.74,147.167315411,2,223.56,220.64,225.7,213.06,192.393508397
233.76,235.06,217.24,230.06,134.497316819,239.44,241.06,226.42,236.78,192.549320948,1,239.08,240.06,226.8,234.34,189.256973843
209.9,209.94,201.4,203.3,70.8168386839,216.9,216.86,207.0,210.3,110.043857228,3,213.9,214.02,206.88,207.3,165.193255434
162.38,158.5,117.6,51.96,76.8529927307,176.1,172.22,128.92,66.2,84.4558971792,5,174.1,170.22,164.58,112.4,178.722474539
198.12,197.8,169.24,48.76,74.0321311659,205.12,204.8,189.44,141.42,129.073706852,2,202.12,201.8,197.52,204.28,173.913702007
162.9,161.28,124.42,141.78,83.5180307454,175.3,175.52,139.82,158.62,114.520292143,4,169.3,169.28,176.74,154.94,169.93440309
218.6,217.8,211.64,220.6,90.3579974783,225.6,223.52,218.08,227.6,105.904371599,5,222.6,221.16,216.52,224.6,182.672647231
167.68,161.74,181.96,153.84,90.422422333,171.56,169.98,187.48,159.12,123.499570887,3,170.58,168.18,188.88,156.28,166.872062612
218.64,221.78,213.14,220.66,120.409400654,225.84,229.78,220.58,228.66,181.011493511,1,224.84,228.78,219.58,227.66,175.023700977
190.12,188.54,38.24,133.58,66.8421684186,194.2,192.14,91.28,143.34,100.036974946,4,182.44,181.34,194.1,156.42,175.030403842
216.3,216.7,63.56,150.58,77.5411213568,223.3,223.7,175.32,231.6,165.997179708,1,220.3,220.7,176.6,222.14,161.279603285
209.08,206.24,118.54,206.08,77.0089277138,217.08,217.84,191.18,216.0,150.040142004,2,216.08,216.12,223.9,210.56,175.612765957
172.2,166.58,171.56,103.76,88.5057251807,182.88,180.86,179.56,125.6,101.041840851,5,179.6,177.5,178.56,145.62,173.438958863
221.02,221.08,194.48,88.82,72.9493930186,231.1,231.24,201.48,197.86,154.817745992,1,217.94,217.86,196.48,190.1,145.959637837
148.3,147.66,186.26,67.16,104.534294815,161.3,159.32,191.26,99.78,150.2818444,2,163.3,161.56,189.46,118.24,167.543829395
230.04,229.0,218.0,233.28,78.3615391913,232.12,232.4,225.5,235.96,137.438602329,3,223.76,223.08,212.62,221.52,179.482520412
159.6,157.64,53.48,109.38,66.8930614367,174.0,172.6,81.0,129.28,102.447477899,4,167.2,166.92,182.0,150.3,170.702561952
112.24,112.56,101.92,112.3,75.0770490329,121.0,122.64,109.9,119.02,125.149474504,3,121.58,124.8,109.94,116.58,165.451081462
218.2,218.34,220.62,203.34,112.92706948,223.36,222.18,220.62,211.02,128.271825052,4,214.52,213.06,214.62,204.02,190.616337095
197.56,196.8,180.08,199.9,86.970392856,211.12,214.0,198.04,214.7,134.174157163,3,202.54,203.16,192.58,208.18,180.767031212
190.08,186.8,65.98,161.1,78.0175448362,192.48,189.84,109.6,166.9,107.749173632,4,185.28,180.72,224.76,164.5,177.62062261
217.88,217.24,107.32,213.6,99.5457855341,225.88,225.24,131.06,220.88,115.826819583,4,218.88,218.24,230.02,213.88,189.706472243
172.92,172.04,67.62,59.38,66.106549688,179.92,179.04,75.42,68.58,73.3746608893,5,176.12,176.04,161.38,118.98,177.777688112
194.52,195.12,38.06,84.4,59.5989398347,200.44,200.4,75.4,110.42,77.6708824894,4,196.0,197.56,189.1,220.72,171.118045454
210.58,212.2,141.08,49.44,72.3246623432,216.86,219.2,218.24,165.74,152.718028886,2,215.3,216.2,225.52,196.44,178.529493766
182.0,182.0,194.0,160.72,108.368771286,189.0,189.0,196.0,161.72,136.148521236,3,186.0,186.0,196.0,159.16,168.575788634
158.94,156.06,55.62,41.58,73.7716200421,165.94,162.9,67.42,42.86,78.7742017886,5,162.94,160.54,202.64,114.88,171.433420352
191.06,186.62,196.28,158.74,101.090231306,195.22,192.16,203.28,162.34,131.052327418,3,193.78,189.42,200.28,160.9,167.918565902
169.16,167.96,55.42,40.22,73.1981098394,176.16,174.96,63.6,44.36,79.4093802729,5,173.16,171.96,155.58,109.9,187.000671508
127.44,127.52,12.06,28.32,67.4464402565,143.28,144.32,53.78,38.92,99.601363872,4,145.0,145.72,153.9,125.8,177.713094323
135.88,132.66,143.6,115.74,85.2625197556,150.72,147.66,157.24,132.94,102.383501176,5,153.64,150.66,159.1,142.06,166.703945821
160.06,156.34,101.66,129.4,58.9726492567,167.18,164.62,140.7,135.64,117.319036225,3,163.56,156.78,168.46,135.56,166.032316476
178.82,179.82,148.56,179.96,108.582857654,194.06,194.66,162.56,193.36,162.082050607,1,190.98,192.38,161.2,191.68,159.106463524
190.7,193.72,168.88,201.02,101.013095467,199.7,202.72,181.32,211.78,143.388447071,3,196.7,199.4,183.88,203.86,185.268534212
135.84,136.0,52.28,139.88,77.8756986556,149.52,150.0,78.98,147.44,100.711926839,4,146.8,146.0,143.86,144.72,182.125741936
152.46,148.32,104.02,51.64,71.4164779748,156.74,152.04,108.9,51.76,77.5400562038,5,159.9,155.36,183.82,119.56,163.970471045
216.66,215.22,207.22,208.62,90.8383658927,224.68,223.22,212.22,214.18,134.768998345,3,215.92,213.14,205.86,204.06,188.884719072
140.96,140.92,149.1,137.18,115.207535298,158.96,160.04,168.9,154.26,130.347679845,4,165.96,163.36,173.9,157.74,190.658821606
164.48,161.4,127.32,121.0,92.7824832414,172.36,168.4,144.56,133.0,130.271138579,3,169.12,165.4,155.86,135.0,169.072963055
192.08,190.16,198.08,41.06,85.490755667,197.32,196.52,202.72,97.94,107.760720928,4,194.96,193.84,205.88,206.42,178.521038662
208.94,207.26,202.58,198.94,117.847375192,216.7,215.74,216.58,207.42,179.525835446,1,215.62,214.66,214.58,206.34,173.510833904
191.52,192.2,189.68,10.08,73.706312645,197.8,198.86,200.78,57.96,139.681126259,2,192.24,192.66,199.5,83.12,157.983204627
179.86,178.02,190.14,147.42,100.102963489,193.86,190.02,200.14,165.18,126.832274306,4,189.86,186.42,198.02,168.84,186.172271149
123.28,119.18,10.58,17.54,43.9877545922,143.68,140.02,83.78,70.6,133.152923546,2,153.4,148.48,125.62,95.98,165.432708088
197.3,199.94,112.0,106.2,75.6617575479,204.3,206.94,179.54,136.0,120.12238391,3,199.3,201.94,228.72,193.64,167.098296403
208.44,208.14,201.72,208.38,91.2578723041,219.44,220.42,212.64,219.14,129.096501527,3,209.44,211.22,202.4,210.02,168.575856505
200.38,199.36,187.12,187.0,86.7626391292,203.22,203.16,191.2,185.0,102.035455852,5,201.22,198.04,190.6,184.0,172.840361429
190.36,191.82,80.7,57.26,58.2576553071,198.48,199.38,94.66,64.28,74.8262542065,5,196.92,196.38,188.9,155.12,179.185541663
177.52,173.96,41.14,113.16,60.769950517,192.24,188.28,84.82,135.1,93.4734696044,4,188.8,185.64,185.94,161.8,169.456642617
175.78,179.0,118.78,49.02,68.4854087838,177.22,180.58,127.16,97.8,85.76408032,4,171.22,174.14,135.32,210.7,170.630919368
214.86,215.52,204.92,211.08,88.9755901914,218.3,218.78,208.36,215.08,131.966938642,3,212.3,212.02,202.36,203.08,180.53519194
204.6,204.24,150.22,120.76,77.5905918229,211.6,211.24,189.1,200.32,130.623239725,2,208.6,208.24,195.88,218.34,167.253463785
173.38,173.48,184.74,89.82,61.0012965084,181.38,180.76,187.5,101.54,74.635846105,5,174.38,175.2,177.54,139.88,173.614655375
130.16,132.88,78.6,135.14,62.3591230538,143.9,144.46,108.22,142.14,143.405991706,2,141.3,141.14,118.22,138.98,161.351818069
203.94,204.32,129.44,194.8,63.6447900078,211.02,211.16,172.58,200.68,113.966557411,3,204.66,204.46,211.38,197.32,173.793332037
211.4,210.88,32.54,66.62,58.6552549796,219.08,218.88,63.7,104.76,76.8066369648,4,212.72,211.88,185.44,225.84,171.084285035
162.26,158.76,56.94,107.46,91.359467489,170.14,168.04,179.82,132.58,168.617480357,1,169.96,170.9,179.18,132.38,164.878169419
206.78,206.42,31.2,104.76,50.7909322634,213.78,215.02,173.64,167.36,124.489621886,2,208.78,208.66,226.42,208.04,171.691449421
119.06,120.9,55.8,33.06,58.7000519869,141.46,142.9,122.36,93.98,130.830948655,2,148.26,148.9,154.1,137.0,161.573137622
217.04,216.06,209.26,219.8,119.526695402,224.04,222.8,216.26,226.8,177.938359941,1,221.04,221.16,213.26,223.8,177.179377864
188.44,188.0,19.34,177.66,86.0295111964,195.44,194.44,21.64,182.9,92.1598234467,5,195.88,197.44,148.04,204.92,171.238186198
116.2,114.74,143.24,116.66,98.868329946,127.8,126.74,149.6,127.62,134.143041146,3,129.88,128.74,150.04,132.02,169.84550629
203.86,203.16,200.84,136.34,85.3825811473,210.5,210.12,208.12,186.72,151.03012903,2,209.34,208.32,205.68,200.2,180.107584935
218.06,215.7,93.92,212.72,81.7891672321,226.36,224.86,159.78,226.8,151.481634514,2,225.0,221.46,210.74,222.96,182.585568526
211.84,211.86,32.34,197.14,65.134234842,217.34,217.9,129.18,203.46,99.6680343524,4,212.44,212.9,236.1,201.82,186.073974008
172.72,175.68,46.02,185.4,82.7169918036,180.72,183.44,68.56,192.4,124.510646371,3,179.72,181.64,147.64,187.96,167.644186812
227.7,229.46,155.06,224.02,106.57628231,234.38,236.46,207.9,231.62,177.208440624,1,232.02,233.46,203.42,230.5,171.642454813
170.26,169.92,171.3,168.42,111.383537175,177.46,178.2,175.54,174.86,173.642790834,1,173.56,170.56,169.46,172.14,169.575790657
215.3,215.9,117.54,182.28,89.3523789315,222.3,222.58,185.2,210.34,148.000240837,2,219.3,220.22,204.2,216.68,171.841942295
